#{"t_start": 1709266852.2779326, "env_id": "None"}
r,l,t
884.81525,14,10891.436153
899.82,14,10891.436162
895.8539,14,10891.436171
899.04694,14,10891.43618
906.68256,14,10891.436189
884.5648,14,10891.436199
890.3316,14,10902.37974
901.95544,14,10902.379789
904.7779,14,10902.379798
908.2308,14,10902.379803
889.9462,14,10902.379808
908.8329,14,10902.379812
881.4352,14,10902.379817
891.0011,14,10902.379821
912.96356,14,10902.379826
888.4938,14,10902.379831
898.96155,14,10913.687667
894.87787,14,10913.68773
875.6437,14,10913.687744
883.0845,14,10913.687755
897.5408,14,10913.687764
886.6386,14,10913.687774
891.13513,14,10913.687783
906.0135,14,10913.687792
878.0094,14,10913.687802
899.6902,14,10913.687811
884.14655,14,10925.063917
898.95,14,10925.063978
883.8152,14,10925.063991
896.6428,14,10925.064002
894.1732,14,10925.064012
883.62274,14,10925.06402
882.1877,14,10925.06403
898.9131,14,10925.064039
910.9837,14,10925.064048
898.2256,14,10925.064057
916.2869,14,10942.692795
-852.7009,14,10942.692862
-537.20807,14,10942.692875
925.9325,14,10942.692886
-1076.5774,14,10942.692896
-831.1736,14,10942.692905
-838.9701,14,10942.692914
912.147,14,10942.692924
-820.0497,14,10942.692935
-1086.3364,14,10942.692945
-845.75464,14,10954.099117
-860.01276,14,10954.09917
-526.43884,14,10954.099184
920.964,14,10954.099195
-514.1256,14,10954.099205
-860.0179,14,10954.099215
-1046.0396,14,10954.099225
-859.21564,14,10954.099235
-849.9333,14,10954.099252
-1068.8564,14,10954.099262
-854.449,14,10965.187816
927.2283,14,10965.187868
-530.70294,14,10965.187874
-848.76953,14,10965.187879
-532.02673,14,10965.187883
-833.0319,14,10965.187887
-858.39545,14,10965.187891
-847.8358,14,10965.187894
928.181,14,10965.187898
-849.74225,14,10965.187901
919.1909,14,10977.078592
-1052.9158,14,10977.078656
-518.57825,14,10977.07867
-842.9341,14,10977.07868
-841.4816,14,10977.078689
-1062.4877,14,10977.078699
-843.5703,14,10977.078708
-524.86316,14,10977.078717
912.5997,14,10977.078727
902.9718,14,10977.078736
-1080.5219,14,10988.962075
-1083.0273,14,10988.962137
-841.3027,14,10988.962152
-1069.8744,14,10988.962163
908.0799,14,10988.962173
-822.3039,14,10988.962182
-846.9927,14,10988.962192
-847.4756,14,10988.962201
928.1083,14,10988.962211
-516.95105,14,10988.96222
-848.0994,14,11001.102891
-526.7971,14,11001.102949
-1050.2849,14,11001.102962
900.93365,14,11001.102973
920.6922,14,11001.102983
-1065.1399,14,11001.102992
-832.1764,14,11001.103001
-842.0995,14,11001.10301
-1069.6943,14,11001.103019
-845.9341,14,11001.10303
-1041.042,14,11012.360169
-819.682,14,11012.360233
-859.3533,14,11012.360247
-516.97217,14,11012.360257
-1055.8237,14,11012.360267
-1076.6187,14,11012.360276
923.4845,14,11012.360286
-845.5347,14,11012.360295
-845.5287,14,11012.360305
-535.8141,14,11012.360315
-839.98224,14,11023.830901
-124.11711,14,11023.830961
-1078.804,14,11023.830974
914.73535,14,11023.830985
-525.52954,14,11023.830994
-827.7063,14,11023.831003
-816.28204,14,11023.831013
-1078.6642,14,11023.831023
-868.3149,14,11023.831033
-842.5658,14,11023.831043
-539.4437,14,11042.642014
-863.24457,14,11042.642068
-1066.78,14,11042.642081
-847.1677,14,11042.642092
-1085.7986,14,11042.642101
-1069.6697,14,11042.64211
917.95557,14,11042.642119
-827.7868,14,11042.642128
-865.77875,14,11042.642138
-1083.8049,14,11042.642147
929.91345,14,11054.598545
941.3397,14,11054.598615
917.71625,14,11054.598629
902.149,14,11054.59864
914.07526,14,11054.59865
905.01105,14,11054.59866
951.4413,14,11054.59867
-520.04584,14,11054.59868
924.1968,14,11054.59869
-528.5382,14,11054.598699
891.62823,14,11066.486871
-847.94763,14,11066.486937
918.95087,14,11066.486951
916.0649,14,11066.486962
890.7335,14,11066.486971
915.17065,14,11066.486981
905.9614,14,11066.48699
888.1481,14,11066.487
-503.85776,14,11066.487009
894.45703,14,11066.487019
-532.35767,14,11078.246895
-1073.052,14,11078.246958
919.20795,14,11078.246975
918.5557,14,11078.246985
924.9646,14,11078.246995
927.36475,14,11078.247004
903.718,14,11078.247014
925.74316,14,11078.247023
894.37836,14,11078.247033
920.91815,14,11078.247042
893.1872,14,11089.445635
917.4808,14,11089.445695
-1107.0803,14,11089.445709
912.58936,14,11089.445719
914.6778,14,11089.445729
902.9937,14,11089.445738
896.46545,14,11089.445748
919.754,14,11089.445757
-838.4429,14,11089.445766
926.9143,14,11089.445775
916.7268,14,11101.359611
910.45416,14,11101.359667
940.45325,14,11101.359674
906.80664,14,11101.359678
913.8648,14,11101.359683
919.5001,14,11101.359687
925.8749,14,11101.35969
918.16095,14,11101.359694
-847.11115,14,11101.359698
924.4774,14,11101.359702
927.01855,14,11113.129617
970.4381,14,11113.129678
908.92737,14,11113.129689
-842.14343,14,11113.129696
923.6413,14,11113.129703
913.994,14,11113.12971
900.97656,14,11113.129717
947.56494,14,11113.129725
942.99084,14,11113.129731
906.192,14,11113.129738
917.192,14,11131.235759
917.192,14,11131.235806
917.192,14,11131.235814
917.192,14,11131.235819
917.192,14,11131.235824
917.192,14,11131.235828
917.192,14,11131.235832
917.192,14,11131.235836
917.192,14,11131.235841
917.192,14,11131.235846
929.7334,14,11142.467813
-832.90826,14,11142.467877
-1079.9777,14,11142.467891
957.5925,14,11142.467902
913.90027,14,11142.467911
-844.67786,14,11142.467921
-1096.3517,14,11142.467931
917.00165,14,11142.467941
912.4157,14,11142.46795
-519.5233,14,11142.467959
-544.6787,14,11160.09261
-1101.6946,14,11160.092685
-1119.2146,14,11160.092696
-536.66724,14,11160.092704
-862.7046,14,11160.092712
-864.7803,14,11160.092719
-859.8656,14,11160.092726
-852.89844,14,11160.092734
-860.0163,14,11160.09274
-863.17334,14,11160.092747
-857.90936,14,11171.773215
-1104.4951,14,11171.773292
-532.5509,14,11171.773305
-861.6739,14,11171.773313
-875.19916,14,11171.77332
-864.21027,14,11171.773328
-858.2991,14,11171.773335
-555.0957,14,11171.773342
-1086.356,14,11171.77335
-1087.9451,14,11171.773357
-870.9898,14,11183.337576
-871.94275,14,11183.337643
-852.6218,14,11183.337657
-865.1862,14,11183.337668
-876.8341,14,11183.337678
-1122.607,14,11183.337687
-857.605,14,11183.337696
-1098.2543,14,11183.337705
-1092.3401,14,11183.337715
-521.7136,14,11183.337724
915.1991,14,11195.308574
-120.548706,14,11195.308635
-530.4547,14,11195.308649
-526.80426,14,11195.308659
-856.0572,14,11195.308668
-857.937,14,11195.308678
-868.2943,14,11195.308687
-854.58624,14,11195.308696
-849.2293,14,11195.308705
-869.14465,14,11195.308715
-855.98395,14,11207.1114
-849.0718,14,11207.111464
-857.04034,14,11207.111478
-1102.6367,14,11207.111489
-876.1245,14,11207.111499
915.90466,14,11207.111507
-849.3633,14,11207.111516
-834.65875,14,11207.111526
-1109.6904,14,11207.111536
-1100.6952,14,11207.111545
-838.43994,14,11219.519878
-858.9373,14,11219.519935
-1131.3761,14,11219.519948
-850.7501,14,11219.519959
-854.9145,14,11219.519969
-843.77246,14,11219.519978
-860.259,14,11219.519987
-1097.2831,14,11219.519997
-1093.0515,14,11219.520007
-865.3944,14,11219.520016
-875.6753,14,11230.895701
-841.4025,14,11230.895761
-532.60925,14,11230.895775
910.2435,14,11230.895785
-1109.401,14,11230.895795
-843.4001,14,11230.895804
-850.8312,14,11230.895813
-846.32324,14,11230.895823
-857.7411,14,11230.895832
-869.37744,14,11230.895842
-858.6884,14,11242.49767
-874.1903,14,11242.497739
-853.2275,14,11242.497752
-870.2326,14,11242.497763
-866.47076,14,11242.497772
-867.0415,14,11242.497782
-852.7359,14,11242.49779
-537.996,14,11242.497799
-866.15564,14,11242.497809
-870.20483,14,11242.49782
-1106.4636,14,11254.042722
-532.7178,14,11254.042789
-858.3225,14,11254.042803
-865.8499,14,11254.042814
-845.03766,14,11254.042823
-1114.7909,14,11254.042833
-858.2712,14,11254.042843
-876.25256,14,11254.042854
-861.97614,14,11254.042864
-531.40564,14,11254.042873
906.2275,14,11269.802237
945.4221,14,11269.802296
-459.43637,14,11269.80231
925.3318,14,11269.80232
942.93054,14,11269.80233
915.36847,14,11269.802339
951.3069,14,11269.802348
-452.2135,14,11269.802357
933.0342,14,11269.802366
973.7814,14,11269.802376
933.26807,14,11281.139195
927.41785,14,11281.139254
934.6422,14,11281.139267
960.4352,14,11281.139277
964.70374,14,11281.139287
944.98364,14,11281.139296
953.2197,14,11281.139306
954.50256,14,11281.139315
945.0537,14,11281.139324
940.24,14,11281.139333
948.28174,14,11293.577996
938.2053,14,11293.578049
936.5426,14,11293.578063
932.4835,14,11293.578074
928.92664,14,11293.578083
942.60706,14,11293.578092
953.83057,14,11293.578101
992.35315,14,11293.57811
934.4198,14,11293.578119
935.6251,14,11293.578129
938.57043,14,11305.372104
951.0012,14,11305.372169
924.7947,14,11305.372182
947.07336,14,11305.372193
956.7333,14,11305.372202
926.43994,14,11305.372211
943.661,14,11305.37222
921.3298,14,11305.37223
946.49084,14,11305.372239
939.272,14,11305.372249
934.1908,14,11317.056754
953.72534,14,11317.056813
-503.87653,14,11317.05682
931.90173,14,11317.056825
929.5237,14,11317.05683
936.1688,14,11317.056834
917.64996,14,11317.056838
941.6554,14,11317.056842
946.74976,14,11317.056846
938.47034,14,11317.05685
414.06427,14,11328.674404
909.64526,14,11328.674462
959.3152,14,11328.674476
925.0083,14,11328.674486
958.235,14,11328.674495
923.78467,14,11328.674505
942.9984,14,11328.674514
928.6804,14,11328.674523
-412.69168,14,11328.674531
942.2908,14,11328.674541
941.92737,14,11341.103959
935.2501,14,11341.104019
954.64636,14,11341.104032
933.9275,14,11341.104042
939.1494,14,11341.104062
942.80334,14,11341.104072
967.08167,14,11341.104081
932.14954,14,11341.104093
946.7599,14,11341.104102
940.0139,14,11341.104111
953.4081,14,11352.798754
945.0746,14,11352.798825
957.2748,14,11352.798839
925.05444,14,11352.79885
926.45703,14,11352.79886
952.7107,14,11352.798869
922.2173,14,11352.798879
948.83093,14,11352.798888
948.71716,14,11352.798898
945.2671,14,11352.798907
959.2628,14,11371.436935
914.9268,14,11371.436998
944.7943,14,11371.437012
930.9004,14,11371.437023
934.322,14,11371.437032
935.18604,14,11371.437041
939.6588,14,11371.437051
933.7212,14,11371.43706
917.7722,14,11371.437069
941.4673,14,11371.437079
930.40454,14,11383.928484
929.6644,14,11383.928561
937.0737,14,11383.928575
934.3972,14,11383.928586
938.97217,14,11383.928596
936.4757,14,11383.928605
931.64417,14,11383.928615
-435.69656,14,11383.928624
925.6261,14,11383.928633
940.7385,14,11383.928643
944.57715,14,11396.087523
930.4348,14,11396.08761
910.36194,14,11396.087651
936.2822,14,11396.087657
938.30457,14,11396.087662
941.3015,14,11396.087666
927.92346,14,11396.08767
951.6433,14,11396.087674
938.1842,14,11396.087678
938.25476,14,11396.087682
939.32056,14,11408.413204
-445.83667,14,11408.413264
924.34534,14,11408.413278
916.334,14,11408.413288
935.1564,14,11408.413298
953.3037,14,11408.413307
952.73047,14,11408.413317
-798.1507,14,11408.413327
939.9011,14,11408.413336
936.7799,14,11408.413346
914.22485,14,11421.248018
941.318,14,11421.248074
943.77734,14,11421.248088
932.0099,14,11421.248099
920.7819,14,11421.248108
954.71094,14,11421.248118
933.7649,14,11421.248128
916.4699,14,11421.248137
924.44226,14,11421.248146
942.82336,14,11421.248155
923.3259,14,11433.843899
925.0974,14,11433.84396
947.8108,14,11433.843974
940.2833,14,11433.843985
956.6415,14,11433.843995
920.1136,14,11433.844004
-461.6964,14,11433.844014
922.6112,14,11433.844023
932.0657,14,11433.844033
953.9938,14,11433.844042
954.8219,14,11446.697286
-463.79288,14,11446.697346
939.10364,14,11446.69736
943.9326,14,11446.697371
923.2539,14,11446.69738
935.5906,14,11446.697389
929.5486,14,11446.697399
938.0093,14,11446.697408
916.9998,14,11446.697417
947.8828,14,11446.697426
930.0156,14,11459.33851
919.54193,14,11459.338576
928.70764,14,11459.33859
930.9159,14,11459.338601
922.3926,14,11459.33861
941.77026,14,11459.338619
929.2175,14,11459.338629
908.9635,14,11459.338639
931.1161,14,11459.338648
947.7201,14,11459.338658
-823.00867,14,11471.534941
933.791,14,11471.535011
924.818,14,11471.535025
935.87256,14,11471.535035
915.1724,14,11471.535046
943.16797,14,11471.535055
910.78906,14,11471.535065
911.80914,14,11471.535074
927.3104,14,11471.535084
915.6437,14,11471.535094
916.18274,14,11491.351294
908.4832,14,11491.351362
920.1845,14,11491.351376
919.36005,14,11491.351387
923.98755,14,11491.351396
911.5409,14,11491.351405
901.3498,14,11491.351415
900.2496,14,11491.351424
923.04333,14,11491.351434
914.0746,14,11491.351443
886.15204,14,11503.957646
902.0759,14,11503.957709
893.70026,14,11503.957723
894.2425,14,11503.957734
895.19354,14,11503.957743
905.46893,14,11503.957753
897.57434,14,11503.957762
897.75397,14,11503.957771
896.592,14,11503.95778
901.7812,14,11503.95779
907.6664,14,11516.509997
895.55615,14,11516.510068
897.9657,14,11516.510082
895.4286,14,11516.510093
896.4452,14,11516.510103
895.95654,14,11516.510112
897.1222,14,11516.510122
895.24426,14,11516.510131
901.2109,14,11516.51014
893.0109,14,11516.51015
891.0327,14,11529.073652
899.91284,14,11529.073717
903.179,14,11529.073731
903.69696,14,11529.073742
906.62964,14,11529.073752
906.0012,14,11529.073761
887.43146,14,11529.07377
901.73865,14,11529.073779
896.40155,14,11529.073789
890.94836,14,11529.073798
897.81006,14,11540.809963
890.70746,14,11540.810016
901.918,14,11540.810029
893.4467,14,11540.810039
886.1732,14,11540.810048
896.30383,14,11540.810057
903.66833,14,11540.810066
886.36383,14,11540.810075
885.2697,14,11540.810084
898.0568,14,11540.810108
890.9566,14,11553.04277
894.15125,14,11553.042837
898.6835,14,11553.042851
893.7391,14,11553.042861
898.8629,14,11553.04287
900.7368,14,11553.042879
892.02905,14,11553.042889
896.4587,14,11553.042898
894.8104,14,11553.042907
892.9328,14,11553.042917
905.9396,14,11565.609014
891.6307,14,11565.609075
906.7785,14,11565.609089
897.3684,14,11565.609099
893.1652,14,11565.609108
911.24384,14,11565.609118
889.9307,14,11565.609127
903.25195,14,11565.609137
896.59973,14,11565.609147
898.8519,14,11565.609157
900.0292,14,11578.053755
899.4274,14,11578.053813
901.7727,14,11578.053827
892.4055,14,11578.053837
899.39087,14,11578.053846
892.20593,14,11578.053856
893.5829,14,11578.053865
895.9699,14,11578.053874
903.961,14,11578.053886
901.4897,14,11578.053895
900.87555,14,11597.41695
900.87555,14,11597.417002
900.87555,14,11597.417016
900.87555,14,11597.417025
900.87555,14,11597.417035
900.87555,14,11597.417044
900.87555,14,11597.417053
900.87555,14,11597.417062
900.87555,14,11597.417072
900.87555,14,11597.417081
964.6421,14,11616.275068
1003.39185,14,11616.275127
981.563,14,11616.275141
963.3159,14,11616.275151
960.8795,14,11616.275161
944.34705,14,11616.27517
986.6356,14,11616.275179
985.8822,14,11616.275189
953.51,14,11616.275198
949.1488,14,11616.275207
911.7988,14,11628.761326
915.45435,14,11628.761389
936.64307,14,11628.761402
920.1281,14,11628.761412
951.72314,14,11628.761422
916.10516,14,11628.761431
941.37427,14,11628.76144
922.0633,14,11628.761449
910.691,14,11628.761458
920.8993,14,11628.761467
913.1705,14,11641.001777
951.1039,14,11641.001844
909.555,14,11641.001858
918.66583,14,11641.001868
932.00916,14,11641.001878
938.49756,14,11641.001887
926.9346,14,11641.001897
918.9951,14,11641.001906
911.69415,14,11641.001915
927.59766,14,11641.001925
922.29865,14,11653.451027
935.91016,14,11653.451087
941.5974,14,11653.451101
935.21265,14,11653.451111
919.74286,14,11653.451121
944.29443,14,11653.451129
942.3468,14,11653.451139
927.62915,14,11653.451148
918.8367,14,11653.451159
914.7261,14,11653.451169
932.416,14,11665.796071
913.5097,14,11665.796135
920.23773,14,11665.796149
922.38275,14,11665.79616
938.80334,14,11665.79617
925.4623,14,11665.796179
915.6092,14,11665.796188
915.8882,14,11665.796197
918.1125,14,11665.796207
931.43396,14,11665.796216
928.46606,14,11678.238645
924.2953,14,11678.238713
927.1907,14,11678.238727
928.2694,14,11678.238737
940.2556,14,11678.238747
924.5355,14,11678.238756
923.53735,14,11678.238766
935.359,14,11678.238775
921.0729,14,11678.238785
935.93274,14,11678.238794
938.77783,14,11690.561786
920.39355,14,11690.561849
928.13416,14,11690.561862
929.43335,14,11690.561872
921.9209,14,11690.561882
939.8157,14,11690.56189
933.34326,14,11690.561899
944.87695,14,11690.561908
923.7669,14,11690.561918
909.8722,14,11690.561928
920.2734,14,11703.121451
918.8347,14,11703.121521
904.7782,14,11703.121535
922.44366,14,11703.121545
927.66504,14,11703.121554
926.1443,14,11703.121564
942.583,14,11703.121573
921.4836,14,11703.121583
922.6145,14,11703.121592
936.24023,14,11703.121601
966.74915,14,11722.981745
940.1078,14,11722.981803
978.7151,14,11722.981816
937.3541,14,11722.981826
960.20056,14,11722.981835
971.8856,14,11722.981844
966.15283,14,11722.981853
966.5874,14,11722.981862
942.5746,14,11722.981872
947.4707,14,11722.981882
951.12036,14,11735.920821
940.53516,14,11735.920885
956.8496,14,11735.920898
973.58997,14,11735.920909
970.2821,14,11735.920918
941.7816,14,11735.920927
956.56714,14,11735.920936
-334.06293,14,11735.920946
975.61206,14,11735.920955
952.7036,14,11735.920964
958.41284,14,11747.992943
940.72546,14,11747.992995
979.0521,14,11747.993009
953.10815,14,11747.993019
949.9359,14,11747.993028
951.33984,14,11747.993037
942.2106,14,11747.993046
935.5475,14,11747.993056
970.29065,14,11747.993065
949.5797,14,11747.993074
971.0504,14,11760.707144
936.5028,14,11760.707196
953.808,14,11760.70721
932.6747,14,11760.70722
950.2881,14,11760.707229
951.13184,14,11760.707247
954.0332,14,11760.707258
937.98,14,11760.707267
967.7765,14,11760.707277
938.9949,14,11760.707286
959.7887,14,11773.585109
962.56335,14,11773.585184
942.0144,14,11773.5852
948.31726,14,11773.585211
938.2958,14,11773.585221
964.79236,14,11773.585231
962.4846,14,11773.585241
964.51697,14,11773.58525
952.8085,14,11773.58526
944.3196,14,11773.585269
970.3992,14,11786.186849
933.7761,14,11786.186914
948.7129,14,11786.186927
973.5842,14,11786.186937
974.8075,14,11786.186946
970.27234,14,11786.186955
942.4138,14,11786.186964
942.9501,14,11786.186973
944.7909,14,11786.186983
-361.56625,14,11786.186991
965.6682,14,11799.051533
962.1841,14,11799.051608
972.0409,14,11799.051622
950.16223,14,11799.051632
978.2656,14,11799.051642
943.31665,14,11799.051651
969.0846,14,11799.051661
967.02783,14,11799.05167
961.5636,14,11799.051681
967.5161,14,11799.05169
940.14185,14,11812.240806
943.2411,14,11812.240867
938.3136,14,11812.240881
982.724,14,11812.240891
971.85205,14,11812.240901
952.749,14,11812.24091
956.6907,14,11812.240919
957.5737,14,11812.240928
953.44226,14,11812.240937
946.9624,14,11812.240947
954.7742,14,11824.623559
942.166,14,11824.623631
942.8804,14,11824.623646
942.1992,14,11824.623657
935.3019,14,11824.623666
956.99915,14,11824.623676
938.77844,14,11824.623685
961.18115,14,11824.623695
956.51587,14,11824.623704
941.5674,14,11824.623713
943.4967,14,11844.199337
955.24817,14,11844.199402
933.0967,14,11844.199416
956.45496,14,11844.199426
954.0553,14,11844.199435
929.3469,14,11844.199445
959.6957,14,11844.199454
972.8439,14,11844.199463
964.5974,14,11844.199472
949.54724,14,11844.199481
941.2606,14,11857.151079
948.7451,14,11857.151134
935.2406,14,11857.151148
954.51917,14,11857.151158
949.1998,14,11857.151168
941.4,14,11857.151177
935.6974,14,11857.151187
924.3207,14,11857.151196
931.5935,14,11857.151206
946.26404,14,11857.151216
950.22253,14,11869.852106
937.37537,14,11869.852169
943.2827,14,11869.852183
954.062,14,11869.852194
948.3688,14,11869.852203
935.96387,14,11869.852213
941.1633,14,11869.852222
946.20996,14,11869.852232
939.36365,14,11869.852243
928.1576,14,11869.852253
934.4269,14,11882.327749
935.47534,14,11882.327812
959.2971,14,11882.327826
944.5032,14,11882.327836
956.41064,14,11882.327846
950.5292,14,11882.327855
944.7622,14,11882.327865
916.4126,14,11882.327874
931.3081,14,11882.327884
940.67834,14,11882.327894
931.66235,14,11895.571582
950.6305,14,11895.571708
956.65393,14,11895.571731
932.52576,14,11895.571736
949.4658,14,11895.57174
953.9364,14,11895.571744
953.1948,14,11895.571748
946.24866,14,11895.571752
933.5365,14,11895.571756
960.32605,14,11895.57176
917.04224,14,11908.128774
950.64404,14,11908.128832
945.4258,14,11908.128846
954.2743,14,11908.128856
942.2709,14,11908.128865
944.2013,14,11908.128874
943.04565,14,11908.128883
958.5939,14,11908.128893
955.422,14,11908.128902
951.7947,14,11908.128911
947.54407,14,11921.071137
956.3533,14,11921.071199
947.55505,14,11921.071212
947.78625,14,11921.071222
930.86975,14,11921.071231
948.0078,14,11921.071241
920.7302,14,11921.07125
946.4933,14,11921.071259
945.67017,14,11921.071268
931.469,14,11921.071277
951.808,14,11934.413371
947.8981,14,11934.413429
939.6831,14,11934.413442
932.6647,14,11934.413452
939.7947,14,11934.413462
954.60315,14,11934.413471
945.8312,14,11934.41348
940.8368,14,11934.41349
920.28326,14,11934.413498
940.98193,14,11934.413507
960.60095,14,11955.427325
945.51416,14,11955.427388
949.6316,14,11955.427402
954.3832,14,11955.427412
945.5416,14,11955.427421
957.2632,14,11955.42743
965.1603,14,11955.42744
943.15283,14,11955.427449
962.9922,14,11955.427458
950.296,14,11955.427467
973.2738,14,11967.754622
990.854,14,11967.754677
986.1039,14,11967.75469
980.5991,14,11967.7547
984.6304,14,11967.75471
987.1842,15,11974.01524
982.8677,15,11974.015303
962.9957,15,11974.015315
957.402,15,11974.015323
966.527,15,11974.015331
961.87,14,11986.752021
977.22107,14,11986.752084
987.28955,14,11986.752112
981.22925,14,11986.752123
981.00146,14,11986.752133
968.6024,14,11992.157568
981.25085,14,11992.157629
972.3356,15,11999.10434
966.1941,15,11999.104401
946.68726,15,11999.10441
982.07336,14,12010.556223
980.6304,14,12010.556286
954.7323,15,12016.701382
974.1195,15,12016.701451
981.92053,14,12016.701463
971.3987,15,12016.701471
965.29004,14,12023.859181
1001.3385,15,12023.859248
981.9359,15,12029.149723
956.89294,15,12029.1498
965.6776,14,12040.423178
965.7975,14,12046.266711
967.1388,15,12046.266778
979.0895,14,12046.266792
976.0244,14,12046.266802
981.0543,15,12052.506063
981.25684,14,12052.506126
977.9038,14,12052.506139
957.64514,15,12061.734581
975.3154,15,12061.734651
962.55347,14,12073.537046
960.1538,15,12073.537105
975.1998,14,12073.537119
963.12256,14,12073.537129
970.23584,14,12073.537139
972.9851,14,12079.070773
974.64856,14,12079.070831
974.8872,14,12079.070845
959.8047,15,12087.440231
971.31836,15,12087.440289
971.82825,14,12098.708337
984.4678,14,12098.708403
965.77454,14,12098.708425
957.39685,15,12105.118328
991.8352,14,12105.118387
966.51086,14,12105.1184
963.07104,15,12105.118411
969.17896,15,12111.380018
980.28296,14,12122.237618
965.50903,15,12128.004813
981.51355,14,12139.407655
986.39905,14,12139.407716
955.7937,14,12139.407729
958.3788,14,12144.721216
970.11914,14,12144.72127
970.095,15,12150.660001
981.0846,15,12150.660064
950.7561,15,12156.659682
976.0138,14,12162.397181
979.79346,14,12167.692268
980.9979,14,12177.980398
969.81274,14,12177.980456
968.1736,14,12184.083677
974.14197,14,12184.083736
978.2162,15,12184.08375
967.57434,14,12189.985594
988.979,14,12195.373816
976.8207,15,12195.373875
983.85706,14,12206.718189
987.1583,14,12212.005089
971.302,14,12222.856447
976.77966,14,12222.856502
978.4557,14,12228.716541
973.50525,14,12228.716604
974.69775,14,12228.716618
994.6029,14,12236.789835
988.75085,14,12243.407415
1005.94946,14,12243.407478
996.86084,14,12248.619973
1003.0642,14,12255.591669
1025.7379,14,12274.06385
1025.7379,14,12274.063914
1025.7379,14,12274.063928
1025.7379,14,12274.063938
1025.7379,14,12274.063948
1025.7379,14,12274.063957
1025.7379,14,12274.063967
1025.7379,14,12274.063977
1025.7379,14,12274.063986
1025.7379,14,12274.063996
994.0902,14,12287.308693
959.5747,14,12287.30875
1001.4971,14,12287.308764
974.0061,14,12287.308774
1037.0754,14,12287.308784
962.0244,14,12287.308793
-534.9706,14,12287.308803
-642.7252,15,12293.409701
-925.90717,15,12293.409763
-622.8672,15,12293.409776
979.32263,14,12306.48721
1021.82715,14,12306.487268
1001.8147,14,12306.487282
1007.1693,14,12306.487292
986.6135,14,12306.487302
985.7832,14,12306.48731
1029.955,14,12306.48732
1018.49304,14,12312.800792
1019.15784,14,12312.800855
988.07056,14,12312.800868
1030.6638,14,12325.778606
1013.9613,14,12325.778674
1010.90247,14,12325.778688
1016.54565,14,12325.778698
977.4961,14,12325.778708
992.45764,14,12325.778717
1021.7449,14,12325.778726
1022.4022,14,12332.156452
973.99304,14,12332.156514
975.7296,14,12332.156529
1010.4186,14,12345.138701
1006.979,14,12345.138767
1024.7615,14,12345.138781
1010.16187,14,12345.138792
1014.0431,14,12345.138801
977.7634,14,12345.138811
1028.2164,14,12345.13882
972.32263,14,12350.878088
959.65125,14,12350.878143
992.1863,14,12350.878156
966.432,14,12363.895013
991.3888,14,12363.895073
1033.629,14,12363.895086
976.5526,14,12363.895096
987.4247,14,12363.895105
1012.2604,14,12363.895114
1013.3115,14,12369.213421
1011.2125,15,12369.213479
963.6798,14,12369.213492
972.15894,14,12369.213502
1020.76294,14,12382.345963
978.7495,14,12382.346024
992.40686,14,12382.346037
1013.14026,14,12382.346048
991.26514,14,12382.346057
959.2595,14,12382.346067
987.5276,14,12388.140672
1004.9761,14,12388.140735
964.9603,14,12388.140748
1015.2106,14,12388.140758
998.2378,14,12400.386664
978.2462,14,12400.386721
1022.8019,14,12400.386734
1011.162,14,12400.386745
972.98694,14,12400.386755
1007.05505,14,12400.386765
1011.93225,14,12406.760014
983.1815,14,12406.760074
964.8756,14,12406.760087
974.7676,14,12406.760097
988.79395,14,12427.42954
984.7975,14,12427.429605
978.73376,15,12433.777794
987.91675,15,12433.777866
977.09705,15,12433.77788
981.5934,15,12433.777891
979.02893,15,12440.753492
981.36,15,12440.753552
965.20386,15,12440.753563
989.7197,15,12440.753571
979.791,15,12454.281117
974.94934,15,12454.28118
970.3688,15,12460.779372
983.3705,15,12460.779435
991.90686,15,12460.779448
974.8097,15,12460.779459
978.3959,15,12466.956584
989.2728,15,12466.956644
994.5187,15,12466.956656
981.73035,15,12466.956667
957.427,15,12478.592887
967.5751,15,12478.592949
986.3071,15,12485.273666
970.0006,15,12485.273724
991.2107,15,12485.273737
975.37427,15,12485.273747
985.34045,14,12485.273757
970.41516,15,12491.835624
952.83496,15,12491.835686
980.73645,15,12491.835699
1004.5906,14,12505.310862
987.76404,15,12512.51068
978.50684,15,12518.566378
974.36597,15,12518.566431
950.3624,15,12518.566444
966.7606,15,12518.566455
978.8447,14,12518.566464
987.6044,15,12518.566474
971.8883,14,12518.566483
981.43005,15,12523.775475
990.71606,15,12534.991598
982.47876,15,12540.274852
987.7036,15,12546.552053
959.141,15,12546.552109
983.6367,15,12546.552123
971.0829,15,12546.552133
972.3938,15,12546.552142
989.7561,15,12546.552151
982.89453,15,12546.552161
988.45593,15,12551.729461
992.73694,15,12563.33857
1009.5299,14,12563.338622
1003.7787,14,12568.662569
986.9009,14,12568.662625
984.0939,15,12573.971253
980.849,15,12573.97131
993.656,15,12573.971323
974.2272,15,12573.971333
984.7296,15,12573.971342
974.67175,15,12579.575835
987.90454,14,12593.148434
964.70825,15,12593.148499
992.3524,15,12593.148513
979.4346,15,12600.443806
986.12244,15,12606.962733
963.8115,15,12606.962793
977.76855,15,12606.962806
981.4817,15,12606.962816
997.8463,15,12606.962825
966.0829,15,12613.308852
997.92004,15,12625.335291
973.44763,14,12625.335347
985.7117,15,12625.33536
