#{"t_start": 1709266852.2779326, "env_id": "None"}
r,l,t
888.1523,15,61707.585926
843.52637,15,61717.056432
890.8213,15,61724.72154
805.03345,18,61724.721595
882.10986,15,61724.721609
913.6976,15,61736.93637
897.46277,15,61752.234568
881.9839,15,61759.17921
857.7716,15,61769.776585
872.64655,15,61777.487541
894.93835,15,61796.28992
897.8278,15,61805.013337
878.46814,15,61814.016648
891.9756,15,61814.016713
872.9792,15,61814.016726
871.78564,15,61825.635249
908.6092,15,61843.49577
887.9046,15,61852.196855
869.8268,15,61864.977121
882.6629,15,61871.919222
931.18274,15,61888.379
877.49255,15,61895.33796
877.31354,15,61904.136317
892.0504,15,61904.136385
886.0738,15,61904.136399
871.32935,15,61916.218783
877.1192,15,61977.589469
877.1192,15,61977.589532
877.1192,15,61977.589545
877.1192,15,61977.589556
877.1192,15,61977.589565
877.1192,15,61977.589575
877.1192,15,61977.589592
877.1192,15,61977.589603
877.1192,15,61977.589612
877.1192,15,61977.589621
900.90295,15,62028.012897
936.73376,15,62028.012961
1004.0912,15,62028.012975
878.1371,15,62028.012985
852.572,16,62037.161102
559.0847,17,62044.57029
875.5048,17,62044.570351
904.0022,17,62044.570365
628.99835,18,62057.039731
538.0105,22,62075.793884
872.79626,15,62106.481519
866.42487,15,62106.481579
877.2472,15,62106.481593
866.6908,15,62106.481603
891.98224,15,62114.115174
884.76447,15,62121.116174
875.8323,15,62121.116243
880.43524,15,62121.116256
895.8825,15,62129.926605
891.3274,15,62150.156744
876.4826,15,62181.906118
876.8609,15,62181.906181
907.6377,15,62181.906194
881.8399,15,62181.906204
870.03937,15,62190.857179
882.44165,15,62198.715628
881.9007,15,62198.715685
887.0737,15,62198.715698
873.9542,15,62206.137341
894.9313,15,62224.831168
865.78595,15,62255.547146
859.79736,15,62255.547202
881.0125,15,62255.547215
892.8168,15,62255.547225
885.67993,15,62263.170553
887.60986,15,62271.763375
890.43494,15,62271.763437
900.2287,15,62271.763451
873.25256,15,62278.85544
863.418,15,62296.958777
885.23566,15,62329.224193
908.71405,15,62329.224253
889.3349,15,62329.224267
896.63324,15,62329.224278
883.8298,15,62337.078262
881.0283,15,62347.08303
928.82837,15,62347.083093
886.64545,15,62347.083107
887.97266,15,62354.727685
909.3999,15,62381.565753
877.5866,15,62412.314475
871.7302,15,62412.314533
870.01636,15,62412.314546
851.7012,15,62412.314557
868.9768,15,62419.745098
895.766,15,62427.289416
883.3288,15,62427.289482
899.58344,15,62427.289495
877.3979,15,62435.247838
860.7344,15,62454.400534
882.9711,15,62484.791921
911.22485,15,62484.791984
872.4824,15,62484.791999
899.8633,15,62484.792009
920.419,15,62491.78011
879.9209,15,62499.63846
866.1976,15,62499.638522
918.9264,15,62499.638535
888.3398,15,62507.090058
888.61194,15,62527.786259
894.56476,15,62558.69121
907.35144,15,62558.69127
873.3616,15,62558.691284
916.0617,16,62566.591411
901.32556,15,62566.591477
886.8362,15,62574.956739
874.0724,15,62574.956802
883.95447,15,62574.956815
821.28735,18,62593.512612
892.76715,15,62601.808487
906.6773,15,62633.001835
891.0309,15,62633.001898
903.2098,15,62633.001912
862.37164,15,62640.096139
895.6509,15,62647.87096
906.8786,15,62647.87103
878.17004,15,62647.871044
829.59564,18,62662.204244
878.13934,15,62676.161056
894.95575,15,62683.896641
898.7403,15,62714.988239
919.27026,15,62714.98829
859.05426,17,62728.754638
889.5054,15,62728.7547
885.9085,15,62728.754714
819.98224,17,62737.786758
844.8303,17,62745.864601
871.2663,15,62745.864661
887.81604,15,62758.048352
804.5408,18,62774.459929
880.89905,15,62799.493466
893.85077,15,62799.493525
893.1888,15,62813.49913
903.9719,15,62813.499189
888.478,15,62813.499203
891.17395,15,62822.504994
886.5344,15,62830.770232
891.35333,16,62839.439014
919.2381,15,62847.111662
881.12933,15,62866.15433
901.6475,15,62886.505804
941.6057,15,62901.542692
889.6026,15,62901.542753
890.69977,15,62901.542767
899.3522,17,62901.542778
889.3059,15,62908.994965
882.6258,15,62917.637746
891.39557,15,62925.247072
918.9709,15,62932.982623
859.28937,15,62950.991547
917.264,15,62972.975787
898.8771,15,62985.735796
931.1699,15,62985.735857
879.4347,15,62985.735871
904.2975,15,62985.735881
899.48596,15,62994.773118
892.90204,15,63003.98433
853.19116,15,63010.976468
891.86816,15,63027.48218
889.76385,15,63047.787659
881.3602,15,63070.478279
893.756,15,63082.15981
867.4057,15,63082.159872
858.52014,16,63090.009458
880.2322,15,63090.009524
826.9047,17,63098.590236
848.9163,15,63098.590296
840.8728,15,63106.48842
897.35706,15,63115.349007
812.79474,17,63139.656923
855.5476,15,63153.818698
835.11285,15,63165.995288
850.5197,15,63173.744949
887.02716,15,63173.745013
853.39417,15,63181.422599
833.58026,15,63181.422661
833.35596,17,63181.422675
857.87445,15,63190.123622
817.1595,17,63207.101736
871.1894,15,63225.486423
927.28796,15,63240.808768
831.30566,15,63252.987351
827.5324,15,63260.735387
884.4747,15,63260.735445
831.7734,15,63267.704555
897.5549,15,63267.704616
841.18243,15,63276.481117
822.0509,17,63283.311034
836.9172,15,63296.144681
851.76276,15,63315.472322
833.56757,15,63329.180741
888.99536,15,63343.201304
857.80286,15,63350.574597
879.7643,15,63350.574659
821.64923,15,63357.49894
854.1242,15,63357.498999
813.18506,17,63373.156595
838.59204,15,63380.76245
824.6272,17,63380.762515
815.005,17,63405.107281
877.20184,15,63413.714995
842.70435,15,63424.799071
886.9344,15,63431.756541
822.15015,15,63431.756602
851.1051,15,63438.713391
812.78906,17,63450.89127
835.4564,15,63458.794743
847.2104,15,63467.072596
836.8019,15,63467.072657
841.43524,15,63492.550407
798.5674,17,63508.372945
865.24524,15,63516.14931
882.79395,16,63516.149376
856.30963,15,63516.149389
814.46936,17,63531.511596
854.51294,15,63531.511659
832.8174,15,63545.540619
833.9643,15,63545.540677
830.7584,17,63553.241801
883.6211,15,63574.684961
854.9603,15,63589.965398
834.04236,15,63596.935345
833.687,15,63596.935406
863.45355,15,63596.93542
853.6886,15,63612.985566
843.0272,15,63612.985628
860.3181,15,63626.420077
889.5016,15,63626.420141
846.5057,15,63633.362677
863.7742,15,63653.681966
830.01385,15,63667.42152
853.9346,15,63674.349242
805.86475,17,63687.902716
831.5133,17,63687.902778
837.0553,15,63702.53361
813.42523,15,63702.53367
833.7412,15,63716.821979
886.8674,15,63716.822043
816.7889,15,63725.532408
903.02264,15,63747.862265
888.3296,15,63765.331092
906.892,15,63772.835192
925.79016,15,63785.25569
919.16113,15,63785.255755
910.8949,15,63792.935322
955.9297,15,63792.935378
905.82825,15,63805.778396
938.71375,15,63812.768334
764.0381,16,63812.768399
914.2863,15,63834.572683
920.8483,15,63851.6545
909.5231,15,63858.721954
910.32965,15,63871.995397
901.5021,15,63880.327011
949.84314,16,63880.327076
908.1966,15,63880.32709
968.12146,15,63892.654415
906.92645,15,63900.378052
892.079,15,63900.378107
929.07104,15,63922.900036
912.8981,17,63945.905346
923.3816,15,63954.610381
874.7428,17,63954.61044
901.14166,15,63963.12852
924.0502,15,63963.128578
895.1936,15,63963.128592
941.3076,15,63977.17888
897.85925,15,63985.573002
822.9396,18,64000.966508
895.7652,15,64013.925444
907.05383,15,64036.286041
911.91266,15,64043.734859
927.2246,15,64043.734915
924.48254,15,64050.819585
917.31415,15,64050.819639
914.5354,15,64050.819652
938.19543,15,64063.206107
882.2544,15,64070.786049
898.7744,15,64085.657503
968.55554,15,64097.942423
890.03253,15,64119.599559
931.709,15,64127.146165
901.9493,15,64127.14623
871.61646,15,64134.715405
899.7418,15,64134.715464
924.2883,15,64134.715478
891.99304,15,64146.997094
911.0106,15,64154.067834
901.15375,15,64175.849671
886.9047,18,64182.767147
923.5284,15,64200.357929
968.6432,15,64207.499613
884.12445,15,64207.499672
907.70764,15,64215.738411
914.3168,15,64215.738479
897.3172,15,64215.738492
953.3119,15,64228.22433
913.04974,15,64235.716332
892.68365,15,64258.048776
910.092,15,64267.000285
902.1245,15,64287.328106
905.02057,15,64295.000947
892.77625,15,64295.001004
932.1658,15,64303.747116
930.06274,15,64303.747178
886.3066,18,64320.948195
957.1218,16,64328.58803
880.5434,18,64336.351352
904.53326,15,64352.998043
862.77673,17,64368.396925
926.578,15,64381.602053
900.91003,15,64389.331885
938.45874,15,64389.331939
924.6521,15,64403.632939
964.63794,16,64412.125967
918.93976,15,64425.557708
953.6029,15,64434.362441
913.9593,15,64443.200471
950.5602,15,64459.16221
956.8954,15,64475.339205
947.05554,15,64488.903946
895.55457,17,64506.490529
927.63525,15,64506.490595
893.64667,17,64506.490608
896.43475,17,64515.317591
984.5615,15,64525.055615
972.94824,15,64531.929473
942.4164,15,64538.899594
940.9402,15,64554.334867
973.2368,15,64568.244866
937.39,15,64580.631877
953.55396,15,64599.342199
956.40063,15,64599.342265
901.1573,17,64611.519627
956.19763,15,64620.244972
898.50385,17,64620.245029
974.4501,15,64629.153291
880.2777,18,64637.75301
883.33594,17,64655.922634
887.6469,17,64671.829961
952.8793,15,64671.830034
959.1677,15,64689.135309
900.6127,17,64703.282248
971.5936,15,64703.282307
965.2894,15,64710.323795
983.4409,15,64710.323859
893.8459,17,64725.757254
890.22705,17,64734.741556
965.60547,15,64747.164474
944.6841,15,64764.359827
958.5355,15,64764.359893
960.15247,15,64826.425321
960.15247,15,64826.425385
960.15247,15,64826.425398
960.15247,15,64826.425412
960.15247,15,64826.425423
960.15247,15,64826.425433
960.15247,15,64826.425444
960.15247,15,64826.425453
960.15247,15,64826.425463
960.15247,15,64826.425472
917.6926,14,64879.673551
934.562,14,64879.673613
908.1382,14,64879.673626
824.263,15,64887.213332
923.5497,15,64887.213387
855.66626,15,64887.213401
788.9892,16,64896.216157
719.4461,17,64903.817713
641.6744,22,64926.040266
638.90845,24,64941.189332
973.515,15,64964.500348
953.05493,15,64973.604078
956.41284,15,64973.604144
967.8407,15,64973.604158
943.9374,16,64973.604168
956.97034,15,64982.418882
889.88306,17,64982.418943
976.6172,15,64990.076427
976.8583,15,65013.785903
955.07104,15,65026.785979
955.80347,15,65050.713877
961.79175,15,65058.954904
922.11444,15,65058.954969
962.4155,15,65058.954983
958.3457,15,65058.954993
933.0973,15,65067.870689
941.9757,15,65076.694951
890.9251,17,65085.445788
940.11487,15,65105.810498
962.52234,15,65119.861398
958.8884,15,65141.707621
968.76855,15,65150.81623
940.04407,15,65150.816289
967.36584,15,65150.816303
953.24585,15,65150.816313
905.1948,17,65172.959616
879.1463,17,65180.798831
884.5867,17,65188.429664
961.4531,15,65203.588766
869.4459,17,65224.399463
924.22925,15,65240.63972
870.59174,15,65248.37477
865.05835,15,65248.374824
910.7443,15,65248.374838
814.18677,17,65260.705666
862.7912,15,65269.478899
898.62415,14,65269.478959
884.2578,15,65282.39128
858.0331,15,65296.311395
872.4625,16,65319.964031
859.2291,15,65332.87451
912.1686,14,65332.874568
866.6991,15,65341.679613
874.2981,15,65341.679674
925.93787,14,65355.22279
869.32306,15,65355.222852
878.8419,15,65363.146829
874.2902,15,65376.426612
878.26587,15,65390.997612
850.1735,16,65417.697885
862.85846,15,65425.414213
898.4173,14,65425.414267
880.52203,15,65425.414279
866.8838,15,65433.170541
902.95746,14,65440.820006
900.9768,14,65440.820066
893.52893,15,65453.285281
909.7108,14,65462.10643
918.99286,15,65478.24715
913.622,14,65501.51434
901.20734,14,65509.568503
902.74994,14,65509.568564
853.9224,15,65518.844772
875.51953,15,65525.992026
871.0955,15,65533.414228
914.4624,14,65542.185687
916.1101,14,65549.731666
849.10205,17,65549.731723
905.8529,14,65567.076399
862.0401,15,65593.561538
854.10974,15,65602.167719
863.067,15,65602.167782
887.38873,15,65609.968903
884.9166,16,65623.193215
851.7238,15,65623.19327
883.8217,15,65632.552874
893.1991,15,65640.31117
858.9726,15,65640.311234
885.05273,15,65656.245832
900.5187,14,65681.284961
877.21106,15,65681.285018
926.7661,15,65691.879222
860.87823,15,65700.404245
899.2547,14,65708.937387
909.07794,14,65717.559585
886.23566,15,65717.559644
907.4,14,65725.027696
858.1731,15,65734.828892
909.95703,14,65749.998102
855.93146,15,65780.786874
871.3491,16,65788.174282
875.42694,15,65788.174344
893.2479,15,65796.01925
879.33234,14,65796.019313
876.245,14,65803.796138
920.99615,14,65803.796195
868.60846,15,65818.125841
876.6852,15,65827.269862
863.5773,15,65840.224277
919.7755,14,65868.817293
869.72577,15,65868.817352
908.65314,14,65877.033714
864.64984,15,65877.03378
870.626,15,65885.743145
868.43506,15,65893.333235
869.7875,15,65893.333298
910.46906,15,65912.541092
856.0128,15,65920.395005
862.17596,15,65933.64758
893.3716,15,65962.273977
891.26843,15,65962.274037
889.8405,15,65971.070719
899.4411,15,65971.070782
895.1048,15,65978.737986
900.16345,15,65986.251448
891.7895,15,65986.251504
903.13086,15,65998.762049
887.74194,15,66006.127774
876.3839,15,66020.722487
892.4557,15,66049.063533
896.72473,15,66049.06361
901.03937,15,66056.710185
904.39417,15,66056.710245
907.0501,15,66065.255134
892.9894,15,66073.102336
899.84875,15,66073.102395
897.8901,15,66085.93984
877.1276,15,66093.575372
906.9743,15,66106.878085
899.35144,15,66135.755481
900.8013,15,66135.755542
910.9673,15,66144.585856
901.5812,15,66144.585911
918.82684,15,66153.387109
890.6995,15,66161.240569
897.0642,15,66161.24063
899.66266,15,66174.334625
896.5111,15,66181.685327
888.546,15,66194.549825
897.4311,15,66226.808298
891.79645,15,66226.80836
907.0895,15,66235.65628
915.299,15,66235.656341
909.7637,15,66244.906524
917.68994,15,66254.700166
897.4451,15,66254.700227
906.60944,15,66268.258806
908.3707,15,66277.068816
876.18225,15,66288.928126
896.2793,15,66318.729948
890.27966,15,66318.730012
884.30566,15,66327.722198
884.8745,15,66327.722259
883.03375,15,66335.546396
911.54034,15,66346.411101
887.578,15,66346.411156
883.5486,15,66360.74242
898.6633,15,66369.4579
919.5675,15,66383.589528
902.49744,15,66413.032184
909.7013,15,66413.032247
916.601,15,66420.889421
893.7201,15,66420.889484
887.2201,15,66430.51855
898.8379,15,66439.633004
884.4042,15,66439.633065
908.045,15,66454.267319
900.623,15,66461.828962
898.41754,15,66474.717303
889.4794,15,66503.619243
892.37537,15,66503.619303
894.37335,15,66512.233188
904.99756,15,66512.23325
910.3636,15,66520.300161
915.6217,15,66529.067106
900.83405,15,66529.067164
904.25354,15,66542.202603
902.85254,15,66551.593858
902.6645,15,66564.492722
910.35333,15,66594.035039
883.9823,15,66594.035095
900.69476,15,66601.660389
908.248,15,66601.660453
910.8138,15,66609.316954
904.25775,15,66616.865795
895.30835,15,66616.865855
901.5732,15,66637.12612
902.14044,15,66644.892061
910.63745,15,66659.201953
922.546,15,66688.738072
906.71844,15,66688.738141
854.2226,15,66698.418402
903.21356,15,66698.41846
903.0158,15,66707.491988
905.0262,15,66715.406463
916.34015,15,66715.406521
895.7518,15,66728.605754
894.15344,15,66737.643794
900.8848,15,66751.855736
932.74194,15,66783.289215
908.85144,15,66783.289277
899.53186,15,66791.157284
872.537,15,66791.157346
906.36237,15,66800.300098
898.31866,15,66807.870722
931.06946,15,66807.870782
884.69183,15,66820.844378
894.324,15,66829.738593
922.31506,15,66843.209497
898.7278,15,66871.451636
928.2355,15,66871.451698
905.3752,15,66880.286054
895.7308,15,66880.286119
889.24,15,66887.9365
909.3009,15,66895.739485
899.2546,15,66895.739545
852.9875,15,66908.966473
902.3411,15,66917.122045
903.3933,15,66931.842807
938.75696,15,66962.305787
915.2961,15,66962.305849
912.0596,15,66970.192738
904.27203,15,66970.192796
862.23413,15,66977.671918
892.1694,15,66985.995857
907.95483,15,66985.995913
904.60205,15,66999.689686
903.648,15,67007.306663
857.4306,15,67022.72755
870.00745,15,67051.979159
903.9086,15,67051.979223
901.87787,15,67059.632844
884.37665,15,67059.632907
912.70416,15,67068.498788
915.0239,15,67076.26705
894.2673,15,67076.267108
898.5393,15,67092.651455
890.67474,15,67101.716579
906.90765,15,67115.905549
889.5811,15,67145.52057
884.79376,15,67145.520633
872.1328,15,67153.522192
902.7518,15,67153.522258
925.5571,15,67161.532007
907.1414,15,67169.608788
889.9077,15,67169.608852
922.6702,15,67184.08548
880.4853,15,67191.672651
865.52686,15,67206.020887
876.71423,15,67238.091914
906.1261,15,67238.091977
870.19196,15,67246.975254
908.4661,15,67246.975314
912.85254,15,67254.839293
909.07825,15,67262.657746
937.3253,15,67262.657802
885.47565,15,67277.57759
905.3026,15,67286.946626
922.6008,15,67302.043185
863.22845,15,67332.891678
907.94763,15,67332.891737
917.15466,15,67342.316674
893.2228,15,67342.316738
935.24304,15,67349.774393
907.1644,15,67357.554076
868.2776,15,67357.554136
917.39325,15,67378.118229
891.9045,15,67385.922657
888.41315,15,67399.09113
880.9588,15,67427.961264
887.24866,15,67427.961328
866.2237,15,67435.634024
864.1692,15,67435.634085
869.2867,15,67443.221671
887.9738,15,67451.0221
860.8921,15,67451.022158
884.9305,15,67464.575165
886.5355,15,67471.986141
878.8934,15,67485.127319
890.24225,15,67514.856921
881.5224,15,67514.857002
869.0203,15,67522.682123
893.5453,15,67522.68218
891.5149,15,67530.094719
889.11206,15,67537.781356
876.02484,15,67537.781416
870.14264,15,67550.26096
881.05865,15,67559.160578
867.6177,15,67572.46406
863.5679,15,67600.711479
863.809,15,67600.711542
889.80145,15,67609.540113
863.22473,15,67609.540172
885.32916,15,67617.154788
868.0984,15,67624.905012
889.10175,15,67624.905076
878.64703,15,67640.424586
874.7405,15,67647.682317
890.95654,15,67661.143768
880.7843,15,67691.715734
862.92694,15,67691.715796
874.33014,15,67700.78165
892.868,15,67700.781713
891.531,15,67708.244509
888.0682,15,67716.680339
864.09314,15,67716.6804
896.1645,15,67729.80821
876.6676,15,67737.665642
866.7528,15,67750.859187
871.21936,15,67780.264061
885.06903,15,67780.264126
866.46875,15,67788.636094
877.5035,15,67788.636156
890.08435,15,67796.488282
872.05707,15,67805.409102
860.1265,15,67805.409163
864.21466,15,67818.619733
877.6808,15,67826.062527
878.9864,15,67839.513206
874.27625,15,67897.933973
874.27625,15,67897.934021
874.27625,15,67897.934027
874.27625,15,67897.934032
874.27625,15,67897.934036
874.27625,15,67897.934039
874.27625,15,67897.934044
874.27625,15,67897.934048
874.27625,15,67897.934052
874.27625,15,67897.934056
864.1923,13,67949.885376
859.32916,13,67949.885442
751.0205,15,67963.355111
907.27496,15,67963.355171
976.8562,15,67963.355185
864.9406,15,67963.355196
854.1783,16,67971.207771
910.36896,17,67979.769378
607.52997,17,67979.769438
658.83746,19,67995.37836
868.33295,15,68031.965117
870.081,15,68031.965182
855.0243,15,68045.224561
867.7208,15,68045.224622
882.6532,15,68045.224635
875.15656,15,68045.224645
875.6887,15,68053.293665
865.4847,15,68061.480613
887.7018,15,68061.480674
868.16595,15,68075.453519
869.3463,15,68120.109211
869.8968,15,68120.10928
858.60754,15,68135.038269
855.1962,15,68135.038331
861.172,15,68135.038345
866.2087,15,68135.038356
874.73315,15,68143.930807
885.1883,15,68152.808224
885.3807,15,68152.808284
887.0364,15,68168.176147
909.47534,15,68203.428664
894.6983,15,68203.428727
918.78546,15,68217.647211
910.6422,15,68217.647279
910.11993,15,68217.647294
925.3978,15,68217.647305
899.9311,15,68225.057393
906.3746,15,68232.978182
903.1051,15,68232.978243
899.48096,15,68247.522697
914.0382,15,68285.104257
912.48096,15,68285.104315
926.01294,15,68299.347097
880.6379,15,68299.347157
918.5814,15,68299.347171
938.6575,15,68299.347181
892.6782,15,68307.311999
917.9568,15,68315.998777
904.04224,15,68315.998841
891.86554,15,68329.802396
914.61194,15,68368.388889
892.42755,15,68368.388957
905.25183,15,68382.004126
930.1677,15,68382.004185
900.3153,15,68382.004199
900.1002,15,68382.004209
901.9991,15,68390.902814
911.1926,15,68398.960919
893.7943,15,68398.960986
915.2607,15,68412.715957
894.2983,15,68446.937673
908.8438,15,68446.937731
913.0639,15,68460.415661
892.57263,15,68460.415721
896.7943,15,68460.415735
913.0328,15,68460.415746
902.7567,15,68468.294949
914.1327,15,68476.688828
901.9792,15,68476.688884
914.0299,15,68490.305809
912.9974,15,68525.86913
898.0336,15,68525.869193
891.74744,15,68538.908156
885.5077,15,68538.908213
909.47723,15,68538.908226
895.745,15,68538.908237
896.62994,15,68546.32733
903.0539,15,68554.055387
915.2553,15,68554.055445
908.32446,15,68567.177952
908.322,15,68602.590755
901.61804,15,68602.590812
909.0887,15,68616.286618
912.788,15,68616.286681
895.10913,15,68616.286694
926.5758,15,68616.286705
897.4056,15,68623.988801
901.09796,15,68632.661939
912.2114,15,68632.661999
924.2898,15,68646.148706
893.1447,15,68682.918849
908.22015,15,68682.918911
894.97076,15,68696.209078
914.13403,15,68696.209138
911.6268,15,68696.209152
913.17554,15,68696.209162
902.2081,15,68703.766543
901.1635,15,68712.000398
914.3357,15,68712.000459
901.39764,15,68726.849633
920.5894,15,68771.149448
898.6042,15,68771.14951
916.08826,15,68784.237904
915.05096,15,68784.237965
937.8248,15,68784.237978
937.7864,15,68784.237989
910.71826,15,68791.997276
896.163,15,68799.843541
908.4439,15,68799.843609
916.8007,15,68813.363752
893.9448,15,68850.501914
871.76965,15,68850.501976
916.1889,15,68864.716256
890.1688,15,68864.716324
893.65875,15,68864.716337
887.18176,15,68864.716347
890.0561,15,68875.41843
896.45984,15,68883.079479
883.4326,15,68883.079536
883.7543,15,68897.254925
885.8732,15,68934.470171
891.9245,15,68934.470236
905.1705,15,68950.014109
908.08466,15,68950.014167
866.41895,15,68950.014181
878.3161,15,68950.014192
878.0691,15,68960.027111
885.96094,15,68967.751722
866.80225,15,68967.751783
888.73376,15,68981.092117
880.67126,15,69018.343701
870.1353,15,69018.343761
889.3968,15,69033.76215
886.8849,15,69033.762214
883.87897,15,69033.762228
882.6222,15,69033.762239
883.5473,15,69041.812658
896.409,15,69050.561456
897.0704,15,69050.561516
887.04553,15,69063.692692
902.30457,15,69101.102986
889.78467,15,69101.103044
893.7129,15,69115.744473
892.4682,15,69115.744535
897.5034,15,69115.744548
886.8754,15,69115.744558
895.2767,15,69124.730445
906.48584,15,69132.954558
889.8133,15,69132.95462
891.6491,15,69147.041137
889.4303,15,69184.160502
893.58453,15,69184.16056
897.80554,15,69198.440888
911.43445,15,69198.440951
904.31744,15,69198.440964
901.4675,15,69198.440974
896.2715,15,69205.897268
885.87744,15,69213.630983
887.99854,15,69213.631046
903.05554,15,69225.237748
904.1787,15,69262.55806
890.44617,15,69262.558118
881.2574,15,69276.622199
870.7362,15,69276.62226
890.5278,15,69276.622274
903.3047,15,69276.622284
884.23376,15,69284.295022
889.21545,15,69293.397424
885.1003,15,69293.397484
881.8327,15,69306.618777
881.5688,15,69343.721125
883.6531,15,69343.721193
885.4632,15,69357.089796
900.80975,15,69357.089857
879.1207,15,69357.08987
883.697,15,69357.089881
874.42584,15,69364.52386
913.6298,15,69372.775253
888.3247,15,69372.775319
880.79395,15,69385.879565
886.64886,15,69430.316546
887.6305,15,69430.316605
893.2151,15,69444.898668
889.54236,15,69444.898726
890.3304,15,69444.898739
894.9941,15,69444.89875
897.7843,15,69452.669194
924.6671,15,69460.613
898.2517,15,69460.613058
907.9869,15,69476.253717
864.0926,15,69513.724661
834.2404,15,69513.724725
826.66705,15,69527.558303
871.81165,15,69527.558368
840.6567,15,69527.558382
820.6101,15,69527.558392
818.4295,15,69535.475161
805.19543,15,69543.428777
814.8809,15,69543.428835
849.02545,15,69558.529451
814.8171,15,69596.896376
802.6285,15,69596.896443
852.2444,15,69611.470632
814.63086,15,69611.470697
828.2513,15,69611.470711
813.8666,15,69611.470722
798.2214,15,69619.449194
811.61774,15,69627.40158
824.23236,15,69627.401635
809.2987,15,69642.731777
801.8244,15,69682.690581
833.8647,15,69682.690643
795.0216,15,69697.009206
829.3394,15,69697.009268
821.55414,15,69697.009282
798.39294,15,69697.009292
813.58075,15,69707.149125
831.8807,15,69716.046923
834.9391,15,69716.046984
817.2982,15,69730.390716
836.86334,15,69769.097562
813.26074,15,69769.097625
822.3683,15,69784.089582
817.5178,15,69784.089643
837.041,15,69784.089657
836.57184,15,69784.089667
834.64685,15,69793.049116
827.1317,15,69802.284472
769.8775,15,69802.284532
829.18555,15,69815.801217
806.6827,15,69854.220977
796.1737,16,69862.147544
837.4796,15,69870.41169
802.8839,15,69870.411756
829.4195,15,69870.411769
805.7192,15,69870.41178
832.78705,15,69879.625418
830.52655,15,69888.557543
832.0923,15,69888.557603
816.3653,15,69902.087527
799.5744,15,69939.603382
810.2385,15,69951.518842
823.63605,15,69951.518898
847.3395,15,69951.518912
797.40045,16,69951.518922
820.3422,15,69951.518931
849.92346,15,69959.785779
814.7726,15,69967.952703
793.2845,15,69967.952768
819.362,15,69985.108743
833.3553,16,70028.135899
792.08405,15,70036.362477
837.341,15,70036.362544
808.94147,15,70036.362558
816.0681,15,70036.362568
799.62366,15,70036.362578
822.7541,15,70044.256574
807.0824,15,70052.661457
817.0813,15,70052.66152
822.50494,15,70067.873941
789.8707,15,70118.833028
802.3325,15,70128.995659
814.3309,15,70128.995722
833.20715,15,70128.995745
822.1925,15,70128.995756
822.9971,15,70128.995766
784.85425,16,70142.661561
825.4074,15,70142.661617
815.3111,15,70142.66163
839.0046,15,70156.440677
906.9536,15,70197.711013
908.54,15,70206.14421
906.50757,15,70206.144272
913.9771,15,70206.144286
910.60516,15,70206.144297
900.7332,15,70206.144307
902.3557,15,70219.145186
922.8676,15,70219.145251
903.681,15,70219.145265
911.0786,15,70233.458312
916.48956,15,70274.080136
916.5603,15,70284.098939
906.866,15,70284.099002
927.9607,15,70284.099015
921.7972,15,70284.099026
921.3047,15,70284.099035
921.7636,15,70297.586907
910.0962,15,70297.58697
907.32,15,70297.586983
910.2416,15,70311.320184
920.61017,15,70353.820911
922.6916,15,70362.075917
904.22235,15,70362.07598
913.0718,15,70362.075993
905.6951,15,70362.076004
915.24316,15,70362.076014
914.37854,15,70375.987954
914.06274,15,70375.988012
916.14874,15,70375.988025
918.44934,15,70391.121392
899.6078,15,70432.07902
908.0921,15,70440.84188
924.49414,15,70440.841942
918.99695,15,70440.841957
911.3598,15,70440.841967
907.17175,15,70440.841976
911.2999,15,70455.289035
908.2031,15,70455.2891
908.3068,15,70455.289113
919.0858,15,70471.12066
911.4836,15,70512.493926
906.84576,15,70520.210878
910.81494,15,70520.210939
913.60535,15,70520.210953
899.68274,15,70520.210963
913.8052,15,70520.210973
917.03314,15,70534.7549
918.72095,15,70534.754964
917.796,15,70534.754978
922.5802,15,70548.048334
916.2855,15,70588.009007
905.5094,15,70596.835101
917.18414,15,70596.835163
905.3613,15,70596.835177
917.2005,15,70596.835188
898.1071,15,70596.835197
928.9487,15,70610.495125
911.8435,15,70610.49518
908.626,15,70610.495194
914.4189,15,70623.776774
907.17926,15,70689.912694
907.17926,15,70689.91276
907.17926,15,70689.912774
907.17926,15,70689.912785
907.17926,15,70689.912795
907.17926,15,70689.912804
907.17926,15,70689.912813
907.17926,15,70689.912823
907.17926,15,70689.912832
907.17926,15,70689.912843
832.1638,14,70747.779137
846.80774,14,70747.779197
771.3108,14,70747.779211
883.28174,14,70747.779221
876.64453,14,70747.779231
854.0893,14,70747.77924
910.70825,15,70756.123907
882.32056,15,70756.123971
857.575,15,70756.123985
902.64307,15,70756.123995
899.22894,15,70820.025664
904.18396,15,70820.025728
901.64813,15,70820.025742
934.2223,15,70820.025752
890.06647,15,70820.025762
893.0657,15,70820.025771
919.81683,15,70828.315158
927.71326,15,70828.315214
937.3468,15,70828.315229
889.4518,15,70828.31524
946.25037,15,70886.840621
907.84875,15,70886.840686
914.4663,15,70886.840699
913.94727,15,70886.840709
947.90137,15,70894.977589
901.6775,15,70894.977644
919.9805,15,70894.977658
972.406,15,70894.977668
888.34796,17,70903.002805
915.3288,17,70903.00286
953.1763,15,70954.159234
901.3191,15,70954.159294
